0	-0.0
1	0.01464232190932489
2	0.1070811803776741
3	0.02910677170409133
4	nan
5	-0.0
6	-0.0
7	-0.0
8	0.04521454759931247
9	0.002626825317885324
10	-0.0
11	0.00022043017556770136
12	-0.0
13	-0.0
14	0.008760678568542943
15	0.001411947958023668
16	0.0027158638374044134
17	-0.0
18	-0.0
19	0.029050895113616353
20	-0.0
21	-0.0
22	0.0010987929572603842
23	0.08768178745803992
24	0.13987021236097733
25	-0.0
26	-0.0
27	-0.0
28	-0.0
29	0.05823756526037393
30	-0.0
31	-0.0
32	-0.0
33	-0.0
34	-0.0
35	-0.0
36	-0.0
37	-0.0
38	-0.0
39	-0.0
40	0.0033804382788718917
41	0.043260488209985994
42	-0.0
43	0.0003905315102864719
44	0.0034706400985832398
45	0.05085922843924229
46	0.004412576972239549
47	-0.0
48	-0.0
49	-0.0
50	-0.0
51	0.13313770962019444
52	0.3141301369441246
53	0.0625842628403032
54	-0.0
55	0.0016361917955327971
56	0.0380196551095414
57	-0.0
58	0.006293028833003335
59	-0.0
60	0.21736016268334085
61	-0.0
62	-0.0
63	0.028963756598454907
