0	0.05007476813607959
1	-0.0
2	-0.0
3	0.13949098695718878
4	0.015275688529538946
5	0.05071415807025282
6	-0.0
7	-0.0
8	-0.0
9	0.01488014207873592
10	-0.0
11	-0.0
12	-0.0
13	0.05089567176362425
14	-0.0
15	-0.0
16	-0.0
17	-0.0
18	-0.0
19	-0.0
20	0.014539180248834856
21	-0.0
22	-0.0
23	-0.0
24	-0.0
25	0.03710010085722133
26	0.03515739455983071
27	-0.0
28	-0.0
29	0.08018065417885284
30	0.0393067928466761
31	0.005288723029235474
32	-0.0
33	0.04753474553729622
34	0.0013348333798426206
35	0.03295556748737363
36	nan
37	0.04260244871866334
38	0.0013515655849068988
39	-0.0
40	-0.0
41	nan
42	-0.0
43	0.00625765970632221
44	-0.0
45	-0.0
46	0.05559559345377316
47	0.07968743515751275
48	-0.0
49	-0.0
50	-0.0
51	0.02650091626468231
52	0.013294350046313318
53	-0.0
54	0.00404145447506295
55	-0.0
56	0.07631410463623482
57	-0.0
58	-0.0
59	0.044814441868302184
60	-0.0
61	-0.0
62	0.055529534974508236
63	0.07602450239226252
