0	0.11403311796411003
1	-0.0
2	-0.0
3	nan
4	-0.0
5	0.0045773227344182285
6	-0.0
7	0.024719238667837273
8	-0.0
9	-0.0
10	0.08884030741963427
11	0.01070344704984422
12	0.019634559238242182
13	-0.0
14	0.07727894197148777
15	0.010684985349414543
16	-0.0
17	-0.0
18	0.16100981598716085
19	0.11984538501169714
20	0.0027657229688850056
21	-0.0
22	-0.0
23	0.11189183965369116
24	0.013323810144017548
25	0.0009329720384373995
26	0.14298286611114974
27	0.02467284467830421
28	-0.0
29	-0.0
30	0.01061371175627271
31	-0.0
32	-0.0
33	-0.0
34	0.0006969065590289328
35	-0.0
36	-0.0
37	-0.0
38	-0.0
39	0.07760057679162526
40	-0.0
41	0.003603318571538929
42	-0.0
43	-0.0
44	-0.0
45	0.0780218855240849
46	0.0037660893439504894
47	-0.0
48	-0.0
49	-0.0
50	0.014060730359566747
51	-0.0
52	-0.0
53	0.012464595444861021
54	0.13922025293008006
55	0.009070023264459399
56	-0.0
57	-0.0
58	0.021367905655972526
59	0.03913288599395072
60	-0.0
61	0.05595906331118507
62	-0.0
63	0.022819791140670974
