0	0.006211996631075937
1	0.12559019351841272
2	-0.0
3	0.0883953375913869
4	0.0061039143103904766
5	-0.0
6	0.005797943705881474
7	0.0880623093625294
8	-0.0
9	-0.0
10	-0.0
11	0.0013023599069829275
12	0.03841145154395306
13	-0.0
14	nan
15	-0.0
16	0.0011616014006472018
17	0.010792767361170292
18	0.03440930476077922
19	-0.0
20	0.2883415629151262
21	0.000875306422636924
22	-0.0
23	0.21333839264342314
24	0.21058739881989977
25	-0.0
26	0.11518540079685106
27	-0.0
28	-0.0
29	-0.0
30	0.09815757323719178
31	0.20077856208400013
32	0.04369849251282523
33	-0.0
34	-0.0
35	0.2208580132155129
36	0.17023240736104692
37	0.00730842571216845
38	-0.0
39	0.20373682055340567
40	0.002616586932898757
41	0.19002830617564292
42	0.002203080622630278
43	0.008622892632827025
44	0.019434781643178425
45	0.5195352926686966
46	0.002630058045060697
47	0.14811294572662936
48	0.06132413615224607
49	-0.0
50	-0.0
51	0.25088555611964897
52	0.2893176231143189
53	0.19147876554780133
54	0.12932191950445135
55	0.019624712166897647
56	0.28949107657272644
57	-0.0
58	0.2752693109514734
59	0.39290960451993023
60	0.37869262084069366
61	0.1426227318737223
62	0.1427707923202055
63	0.014072564863338554
