utimesec    863.436875
stimesec    2.271876
ru_maxrss   602232
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   162499
ru_majflt   0
ru_nswap    0
ru_inblock  140152
ru_oublock  0
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    22
ru_nivcsw   4239
