utimesec    2126.582934
stimesec    0.752009
ru_maxrss   223340
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   54360
ru_majflt   9
ru_nswap    0
ru_inblock  7208
ru_oublock  8960
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    46
ru_nivcsw   1293
